iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	H2 	H 	O 	O2 	OH 	H2O 	HO2 	H2O2 	C 	CH 	CH2 	CH2(S) 	CH3 	CH4 	CO 	CO2 	HCO 	CH2O 	CH2OH 	CH3O 	CH3OH 	C2H 	C2H2 	C2H3 	C2H4 	C2H5 	C2H6 	HCCO 	CH2CO 	HCCOH 	N 	NH 	NH2 	NH3 	NNH 	NO 	NO2 	N2O 	HNO 	CN 	HCN 	H2CN 	HCNN 	HCNO 	HOCN 	HNCO 	NCO 	N2 	AR 	C3H7 	C3H8 	CH2CHO 	CH3CHO 	
10 	 1.3617340432e-02 	  6.1897001964e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0000013077e+03 	1.3059498951e-09 	5.4366115796e-13 	6.5925289817e-12 	2.1875731155e-01 	2.5576551038e-11 	2.3122193558e-07 	8.7671023119e-08 	2.9714018495e-08 	2.6390285404e-35 	9.5382951850e-26 	8.4457423236e-17 	1.0910393573e-17 	1.1913180351e-07 	5.4838261614e-02 	6.6579744360e-10 	6.0643321764e-12 	6.9496168663e-15 	3.2900841360e-07 	1.5436725847e-17 	1.2241142775e-11 	1.3257881345e-09 	2.4367078144e-29 	5.6559987688e-17 	9.2618208310e-20 	1.4461674331e-10 	1.4410100362e-13 	2.1283509009e-08 	3.2258884817e-25 	9.6400369767e-16 	3.4278221844e-25 	2.0801085692e-25 	2.6454005244e-25 	-3.3974872489e-30 	-4.7411535402e-30 	6.3664119496e-18 	4.3859624827e-21 	5.3949368795e-23 	1.7801091315e-13 	6.5906944761e-25 	2.4601231538e-37 	7.8545141939e-25 	1.5291937482e-28 	2.8926683549e-27 	-1.5108201537e-30 	-4.0386118192e-30 	-2.1040045463e-30 	1.2612287379e-29 	7.1375878635e-01 	1.2644818957e-02 	2.0658031862e-18 	1.1240672294e-14 	3.9243698417e-18 	8.7859291245e-18 	
11 	 2.1355280471e-02 	  5.0000000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0000052237e+03 	4.1427367949e-09 	9.8238281216e-13 	1.1274416739e-11 	2.1875657003e-01 	4.3197936582e-11 	6.6522766077e-07 	9.9075014159e-08 	4.5351192158e-08 	1.0102800563e-34 	2.0277466899e-25 	2.3713859548e-16 	3.0674165377e-17 	1.9888044062e-07 	5.4837755308e-02 	3.4666204407e-09 	3.0388064109e-11 	2.3176201066e-14 	9.4309720228e-07 	5.1849107401e-17 	2.2175584004e-11 	4.2423946851e-09 	5.6410163154e-28 	7.7498432901e-16 	7.7203602406e-19 	7.2120200514e-10 	4.0869078427e-13 	1.0503637451e-07 	7.8097424577e-24 	1.3735810182e-14 	1.3343176245e-23 	3.5577814602e-25 	8.2891113048e-25 	1.2470495169e-29 	-4.7394632093e-30 	1.1496830407e-17 	1.3987618013e-20 	3.2522283831e-22 	3.6960758595e-13 	2.0733247158e-24 	1.4946840315e-36 	3.0806684486e-24 	4.3776174447e-28 	6.1502271674e-27 	-4.4052704966e-31 	-4.0099351744e-30 	3.9171038522e-30 	1.8720581446e-28 	7.1375878635e-01 	1.2644818957e-02 	1.7201744164e-17 	9.7458212380e-14 	3.2791390684e-17 	7.8562446328e-17 	
12 	 2.6355280471e-02 	  5.0000000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0000089888e+03 	6.6935733422e-09 	1.1626624513e-12 	1.3211333428e-11 	2.1875593721e-01 	5.0434656996e-11 	1.0436911403e-06 	1.0112072726e-07 	5.1193187135e-08 	1.5711598239e-34 	2.6544958450e-25 	3.2290616369e-16 	4.1771779274e-17 	2.3201423020e-07 	5.4837326748e-02 	7.3558407299e-09 	5.8355861208e-11 	3.8451678669e-14 	1.4792163874e-06 	8.3831794755e-17 	2.6234197358e-11 	6.8683893752e-09 	2.0021947348e-27 	2.3557315247e-15 	1.7400541632e-18 	1.3931440079e-09 	5.6543084186e-13 	2.0103548172e-07 	2.8016018942e-23 	4.2151134047e-14 	6.3701924424e-23 	4.1695395513e-25 	1.1641759153e-24 	4.9177994178e-29 	-4.7195838088e-30 	1.3604826583e-17 	2.3104237688e-20 	7.1419315167e-22 	5.0452966214e-13 	2.9157074398e-24 	3.4157867314e-36 	5.6061123004e-24 	5.9979987647e-28 	8.0512743327e-27 	1.9816195177e-30 	-3.9538767337e-30 	1.8242154309e-29 	6.2310508746e-28 	7.1375878635e-01 	1.2644818957e-02 	3.8766341696e-17 	2.2770848863e-13 	7.3949967595e-17 	1.8483876541e-16 	
13 	 3.1355280471e-02 	  5.0000000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0000133786e+03 	9.5848972783e-09 	1.2761703772e-12 	1.4378043113e-11 	2.1875523051e-01 	5.4791039497e-11 	1.4679952642e-06 	1.0287243566e-07 	5.4865915206e-08 	2.0110008793e-34 	3.0953257496e-25 	3.8002583640e-16 	4.9172064931e-17 	2.5153059026e-07 	5.4836851143e-02 	1.3314777668e-08 	9.3440328785e-11 	5.5803753263e-14 	2.0793924199e-06 	1.1999740373e-16 	2.8778624470e-11 	9.8443995223e-09 	4.9948054083e-27 	5.4090145186e-15 	3.0467041962e-18 	2.2494688248e-09 	6.7766727847e-13 	3.2119201103e-07 	7.0306982544e-23 	9.7271264257e-14 	2.0707511975e-22 	4.5384528778e-25 	1.4117714541e-24 	1.1994172790e-28 	-4.6369421395e-30 	1.4932240884e-17 	3.3738698383e-20 	1.3233868317e-21 	6.4373514938e-13 	3.5383144625e-24 	6.1309754988e-36 	8.7584137564e-24 	7.0954564832e-28 	9.3882899279e-27 	6.6151076775e-30 	-3.8552830764e-30 	4.7435255581e-29 	1.6051784197e-27 	7.1375878635e-01 	1.2644818957e-02 	6.7860651432e-17 	4.1302363341e-13 	1.2953438989e-16 	3.3646853051e-16 	
14 	 4.0355280471e-02 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0000221297e+03 	1.5307931369e-08 	1.4064074954e-12 	1.5491055288e-11 	2.1875385591e-01 	5.8961262234e-11 	2.2942068704e-06 	1.0780326235e-07 	5.9254926643e-08 	2.5494375460e-34 	3.5622177077e-25 	4.3446212971e-16 	5.6274521481e-17 	2.6812884375e-07 	5.4835930744e-02 	2.9785893579e-08 	1.6698363406e-10 	8.9419459496e-14 	3.2420695585e-06 	1.9443927418e-16 	3.1690542603e-11 	1.5731366360e-08 	1.5568744975e-26 	1.5664858524e-14 	5.9056453012e-18 	4.0864818893e-09 	8.0112210892e-13 	5.7138170553e-07 	2.2065197665e-22 	2.8298191491e-13 	9.5251554668e-22 	4.8912725174e-25 	1.7277743897e-24 	3.5712762495e-28 	-4.0053551922e-30 	1.6455884281e-17 	5.5113445436e-20 	3.0918964979e-21 	9.0405372977e-13 	4.3328675216e-24 	1.1122416928e-35 	1.5400434704e-23 	8.1921307467e-28 	1.0804124771e-26 	2.1761129046e-29 	-3.5380488799e-30 	1.5656907970e-28 	5.8027338833e-27 	7.1375878635e-01 	1.2644818957e-02 	1.3140741668e-16 	8.4055233848e-13 	2.5128856615e-16 	6.8817198996e-16 	
15 	 5.0355280471e-02 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0000325240e+03 	2.2236850859e-08 	1.5257374857e-12 	1.6273654440e-11 	2.1875223949e-01 	6.1932803248e-11 	3.2666844337e-06 	1.1530413198e-07 	6.3691527586e-08 	3.0433644789e-34 	3.9180393384e-25 	4.6921257661e-16 	6.0881728455e-17 	2.7723632167e-07 	5.4834850955e-02 	5.7237935593e-08 	2.5758767932e-10 	1.2885142583e-13 	4.5970927814e-06 	2.9175714744e-16 	3.4359907511e-11 	2.2852349909e-08 	3.7016406352e-26 	3.5451361820e-14 	9.6003874384e-18 	6.4148956614e-09 	8.9663300646e-13 	8.7511981408e-07 	5.2776796184e-22 	6.4212271277e-13 	3.1220720825e-21 	5.1402447680e-25 	2.0382269816e-24 	8.2907347457e-28 	-1.3869913746e-30 	1.7852493351e-17 	8.0976588779e-20 	6.2877063734e-21 	1.2106711485e-12 	5.1131508308e-24 	1.7641618030e-35 	2.3684508862e-23 	8.9526986351e-28 	1.1882896693e-26 	5.0140739092e-29 	-2.9327413762e-30 	4.1879564196e-28 	1.6489623356e-26 	7.1375878635e-01 	1.2644818957e-02 	2.1326792161e-16 	1.4068510125e-12 	4.0893166313e-16 	1.1591993510e-15 	
16 	 6.0355280471e-02 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0000434180e+03 	2.9732536237e-08 	1.6482346923e-12 	1.7004635925e-11 	2.1875055016e-01 	6.4738257554e-11 	4.2849404240e-06 	1.2362503289e-07 	6.8538885116e-08 	3.5868194605e-34 	4.2745572656e-25 	5.0058487479e-16 	6.5078542966e-17 	2.8472472242e-07 	5.4833722308e-02 	9.4828787481e-08 	3.5552366692e-10 	1.7046639670e-13 	5.9990048056e-06 	4.0503445349e-16 	3.7102563345e-11 	3.0549014145e-08 	7.1384651378e-26 	6.5391554256e-14 	1.3851755976e-17 	8.9964166036e-09 	9.8933885493e-13 	1.1967994116e-06 	1.0233057817e-21 	1.1866913195e-12 	7.6581190755e-21 	5.3731877585e-25 	2.3789779594e-24 	1.5906050318e-27 	5.9519252350e-30 	1.9286353075e-17 	1.0872349877e-19 	1.1061361809e-20 	1.5381508314e-12 	5.9695555242e-24 	2.5874313169e-35 	3.2759068403e-23 	9.6659444190e-28 	1.2963660394e-26 	9.2524649940e-29 	-2.0193440408e-30 	9.6109234536e-28 	3.7022312533e-26 	7.1375878635e-01 	1.2644818957e-02 	3.0713646403e-16 	2.0530764447e-12 	5.9067603037e-16 	1.7044215998e-15 	
17 	 7.0355280471e-02 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0000547971e+03 	3.7822916528e-08 	1.7777274429e-12 	1.7759760302e-11 	2.1874878871e-01 	6.7644926191e-11 	5.3492340222e-06 	1.3223877553e-07 	7.3733619859e-08 	4.2255665246e-34 	4.6698148967e-25 	5.3340959427e-16 	6.9482518144e-17 	2.9219194132e-07 	5.4832544410e-02 	1.4313411588e-07 	4.6116652208e-10 	2.1449470997e-13 	7.4463276778e-06 	5.3493470306e-16 	4.0002956389e-11 	3.8849485855e-08 	1.2207602537e-25 	1.0700156331e-13 	1.8741568816e-17 	1.1839624060e-08 	1.0884831562e-12 	1.5356010081e-06 	1.7589905198e-21 	1.9450524113e-12 	1.5807557110e-20 	5.6140438024e-25 	2.7667103096e-24 	2.7374206562e-27 	2.2870185931e-29 	2.0802170743e-17 	1.3842637334e-19 	1.7720045756e-20 	1.8876713387e-12 	6.9441357184e-24 	3.3549166453e-35 	4.2663215304e-23 	1.0421962238e-27 	1.4161790606e-26 	1.5139366633e-28 	-7.4016338956e-31 	2.0337573078e-27 	7.1700893882e-26 	7.1375878635e-01 	1.2644818957e-02 	4.1475241986e-16 	2.7836549349e-12 	8.0008979072e-16 	2.3302613611e-15 	
18 	 8.0355280471e-02 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0000666778e+03 	4.6540932909e-08 	1.9140115976e-12 	1.8542901848e-11 	2.1874695278e-01 	7.0658202325e-11 	6.4613433632e-06 	1.4102896078e-07 	7.9156798279e-08 	4.9787196152e-34 	5.1097655593e-25 	5.6805546667e-16 	7.4140030597e-17 	2.9975782695e-07 	5.4831315448e-02 	2.0277598599e-07 	5.7534987969e-10 	2.6107358229e-13 	8.9402472488e-06 	6.8242719938e-16 	4.3056109847e-11 	4.7786910197e-08 	1.9309087919e-25 	1.6199794095e-13 	2.4346088431e-17 	1.4964276950e-08 	1.1952433672e-12 	1.8921391392e-06 	2.7961313875e-21 	2.9494051362e-12 	2.9133525610e-20 	5.8640648333e-25 	3.2063181711e-24 	4.3895750342e-27 	5.7354943359e-29 	2.2397561611e-17 	1.7022536117e-19 	2.6597864350e-20 	2.2598360750e-12 	8.0492261985e-24 	4.6999655997e-35 	5.3473542349e-23 	1.1229210709e-27 	1.5495321640e-26 	2.2972325810e-28 	9.6010965608e-31 	4.0618335021e-27 	1.2559453995e-25 	7.1375878635e-01 	1.2644818957e-02 	5.3771430512e-16 	3.6074729224e-12 	1.0405257040e-15 	3.0470432293e-15 	
19 	 9.0355280471e-02 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0000790775e+03 	5.5918344127e-08 	2.0569316836e-12 	1.9351926519e-11 	2.1874503999e-01 	7.3766609111e-11 	7.6229038560e-06 	1.4998478494e-07 	8.4758691285e-08 	5.8590279657e-34 	5.5973223909e-25 	6.0442395293e-16 	7.9038791400e-17 	3.0738261751e-07 	5.4830033777e-02 	2.7440493785e-07 	6.9899332793e-10 	3.1030421933e-13 	1.0481877075e-05 	8.4868243083e-16 	4.6258482315e-11 	5.7393114675e-08 	2.8910771424e-25 	2.3228620165e-13 	3.0740551153e-17 	1.8391428547e-08 	1.3098136200e-12 	2.2670497116e-06 	4.2069905342e-21 	4.2355856544e-12 	4.9569288890e-20 	6.1226054306e-25 	3.7022304056e-24 	6.6940960951e-27 	1.2191010916e-28 	2.4070723695e-17 	2.0426611962e-19 	3.8064036413e-20 	2.6551304454e-12 	9.2959749844e-24 	5.9150631093e-35 	6.5272145998e-23 	1.2087440253e-27 	1.6973063501e-26 	3.3091601367e-28 	3.1525197277e-30 	7.7219479690e-27 	2.0461153074e-25 	7.1375878635e-01 	1.2644818957e-02 	6.7757818815e-16 	4.5342266407e-12 	1.3153138817e-15 	3.8662058252e-15 	
20 	 1.0035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0000920121e+03 	6.5986882090e-08 	2.2065924374e-12 	2.0186431281e-11 	2.1874304809e-01 	7.6967566374e-11 	8.8354411918e-06 	1.5911195669e-07 	9.0527934497e-08 	6.8920158681e-34 	6.1365019380e-25 	6.4250204172e-16 	8.4178094725e-17 	3.1504695573e-07 	5.4828697867e-02 	3.5869637569e-07 	8.3309380815e-10 	3.6228817512e-13 	1.2072180294e-05 	1.0349771846e-15 	4.9612439796e-11 	6.7699812076e-08 	4.1560365465e-25 	3.1996769833e-13 	3.8005722939e-17 	2.2142769087e-08 	1.4325041595e-12 	2.6609019092e-06 	6.0767534851e-21 	5.8432198003e-12 	7.9481176809e-20 	6.3895684001e-25 	4.2597657602e-24 	9.8291877461e-27 	2.3540193875e-28 	2.5822900574e-17 	2.4069873267e-19 	5.2527997049e-20 	3.0740381996e-12 	1.0697765998e-23 	7.3760265130e-35 	7.8145593925e-23 	1.2997964773e-27 	1.8607169120e-26 	4.5881344694e-28 	5.9308818598e-30 	1.4041001783e-26 	3.1557465462e-25 	7.1375878635e-01 	1.2644818957e-02 	8.3600356683e-16 	5.5741736474e-12 	1.6280400313e-15 	4.8001958021e-15 	
21 	 1.1035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0001054975e+03 	7.6779113568e-08 	2.3632076917e-12 	2.1047065844e-11 	2.1874097478e-01 	8.0263214105e-11 	1.0100485800e-05 	1.6841629666e-07 	9.6466412686e-08 	8.0970377856e-34 	6.7322968906e-25 	6.8234364504e-16 	8.9566071967e-17 	3.2274852498e-07 	5.4827306189e-02 	4.5635190087e-07 	9.7875126694e-10 	4.1713454374e-13 	1.3712093990e-05 	1.2426643923e-15 	5.3122802773e-11 	7.8739485566e-08 	5.7898022202e-25 	4.2735656287e-13 	4.6229919176e-17 	2.6241021801e-08 	1.5637535396e-12 	3.0742474850e-06 	8.5056272985e-21 	7.8160645827e-12 	1.2174205293e-19 	6.6651914630e-25 	4.8849752269e-24 	1.4009198920e-26 	4.2548347164e-28 	2.7656612938e-17 	2.7968154739e-19 	7.0443522049e-20 	3.5170592373e-12 	1.2269825431e-23 	9.1794032377e-35 	9.2186947055e-23 	1.3963408767e-27 	2.0412747629e-26 	6.1775600335e-28 	9.3610067290e-30 	2.4520546138e-26 	4.6630380608e-25 	7.1375878635e-01 	1.2644818957e-02 	1.0147969805e-15 	6.7383127662e-12 	1.9826327604e-15 	5.8626951478e-15 	
22 	 1.2035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0001195501e+03 	8.8328756870e-08 	2.5270277305e-12 	2.1934822831e-11 	2.1873881769e-01 	8.3657181564e-11 	1.1419619075e-05 	1.7790273923e-07 	1.0257969383e-07 	9.5081159809e-34 	7.3903753983e-25 	7.2402808765e-16 	9.5214238854e-17 	3.3049052088e-07 	5.4825857161e-02 	5.6810121470e-07 	1.1371864433e-09 	4.7495972168e-13 	1.5402583155e-05 	1.4731719834e-15 	5.6795208909e-11 	9.0545708331e-08 	7.8669882788e-25 	5.5699944625e-13 	5.5509597273e-17 	3.0710199797e-08 	1.7040658429e-12 	3.5076465529e-06 	1.1611134110e-20 	1.0202404052e-11 	1.7981583732e-19 	6.9498233456e-25 	5.5845077917e-24 	1.9490091544e-26 	7.3174375413e-28 	2.9574809273e-17 	3.2138313080e-19 	9.2312951327e-20 	3.9847097988e-12 	1.4028884451e-23 	1.1088577304e-34 	1.0749711716e-22 	1.4986979776e-27 	2.2406951743e-26 	8.1268788507e-28 	1.3553845457e-29 	4.1291401641e-26 	6.6570475627e-25 	7.1375878635e-01 	1.2644818957e-02 	1.2159228802e-15 	8.0385218000e-12 	2.3833912306e-15 	7.0688163157e-15 	
23 	 1.3035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0001341870e+03 	1.0067080012e-07 	2.6983195703e-12 	2.2850797754e-11 	2.1873657438e-01 	8.7153529169e-11 	1.2794487127e-05 	1.8757596282e-07 	1.0887435882e-07 	1.1147404117e-33 	8.1169938313e-25 	7.6764436123e-16 	1.0113544352e-16 	3.3827730094e-07 	5.4824349145e-02 	6.9470386140e-07 	1.3097538513e-09 	5.3588688303e-13 	1.7144655534e-05 	1.7280085628e-15 	6.0635671942e-11 	1.0315325785e-07 	1.0474335376e-24 	7.1169655212e-13 	6.5949878319e-17 	3.5575742533e-08 	1.8539851722e-12 	3.9616756658e-06 	1.5530712916e-20 	1.3055472563e-11 	2.5785425101e-19 	7.2438481525e-25 	6.3655917292e-24 	2.6575389053e-26 	1.2097546750e-27 	3.1580635540e-17 	3.6598311114e-19 	1.1869181075e-19 	4.4775218218e-12 	1.5993132171e-23 	1.3364070144e-34 	1.2418579014e-22 	1.6072194840e-27 	2.4608712478e-26 	1.0491734841e-27 	1.8628970896e-29 	6.7303977672e-26 	9.2386436381e-25 	7.1375878635e-01 	1.2644818957e-02 	1.4415123728e-15 	9.4876519484e-12 	2.8350102724e-15 	8.4352696531e-15 	
24 	 1.4035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0001494260e+03 	1.1384157435e-07 	2.8773636938e-12 	2.3796135592e-11 	2.1873424227e-01 	9.0756512044e-11 	1.4226805462e-05 	1.9744071479e-07 	1.1535742070e-07 	1.3062251412e-33 	8.9190148729e-25 	8.1328732130e-16 	1.0734337608e-16 	3.4611331507e-07 	5.4822780433e-02 	8.3695090429e-07 	1.4979538357e-09 	6.0004598459e-13 	1.8939365091e-05 	2.0087696330e-15 	6.4650509572e-11 	1.1659818311e-07 	1.3712451434e-24 	8.9452415802e-13 	7.7665213507e-17 	4.0864614472e-08 	2.0140902489e-12 	4.4369301166e-06 	2.0424695660e-20 	1.6433909710e-11 	3.6080743501e-19 	7.5476687086e-25 	7.2360657356e-24 	3.5622630738e-26 	1.9362194818e-27 	3.3677397177e-17 	4.1367267255e-19 	1.5019387844e-19 	4.9960430846e-12 	1.8182293968e-23 	1.6041222245e-34 	1.4237225311e-22 	1.7222821979e-27 	2.7038793217e-26 	1.3335018293e-27 	2.4701146367e-29 	1.0656053581e-25 	1.2521518948e-24 	7.1375878635e-01 	1.2644818957e-02 	1.6938747851e-15 	1.1099610287e-11 	3.3426119928e-15 	9.9805310947e-15 	
25 	 1.5035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0001652856e+03 	1.2787882218e-07 	3.0644542953e-12 	2.4772024672e-11 	2.1873181869e-01 	9.4470550473e-11 	1.5718361944e-05 	2.0750191284e-07 	1.2203623783e-07 	1.5292297936e-33 	9.8039601493e-25 	8.6105724424e-16 	1.1385251647e-16 	3.5400292948e-07 	5.4821149254e-02 	9.9566664026e-07 	1.7034451475e-09 	6.6757404000e-13 	2.0787813221e-05 	2.3171436892e-15 	6.8846349534e-11 	1.3091786675e-07 	1.7697793034e-24 	1.1088589538e-12 	9.0780164697e-17 	4.6605399035e-08 	2.1849951186e-12 	4.9340249349e-06 	2.6479707794e-20 	2.0402253620e-11 	4.9455036773e-19 	7.8617048736e-25 	8.2044261707e-24 	4.7050342736e-26 	3.0154633422e-27 	3.5868562154e-17 	4.6465498150e-19 	1.8749670565e-19 	5.5408377452e-12 	2.0617750299e-23 	1.8903321013e-34 	1.6218625597e-22 	1.8442882853e-27 	2.9719948410e-26 	1.6728050345e-27 	3.1935894734e-29 	1.6439663644e-25 	1.6633274332e-24 	7.1375878635e-01 	1.2644818957e-02 	1.9755113767e-15 	1.2889444041e-11 	3.9117825861e-15 	1.1725022896e-14 	
26 	 1.6035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0001817853e+03 	1.4282176978e-07 	3.2599000471e-12 	2.5779699196e-11 	2.1872930084e-01 	9.8300238766e-11 	1.7271019688e-05 	2.1776467451e-07 	1.2891851996e-07 	1.7886508091e-33 	1.0780075088e-24 	9.1106008976e-16 	1.2067817443e-16 	3.6195042604e-07 	5.4819453761e-02 	1.1717103954e-06 	1.9280584517e-09 	7.3861549074e-13 	2.2691149782e-05 	2.6549184778e-15 	7.3230147126e-11 	1.4615108984e-07 	2.2564917215e-24 	1.3584044410e-12 	1.0543027179e-16 	5.2828396843e-08 	2.3673513067e-12 	5.4535957026e-06 	3.3912548459e-20 	2.5031477652e-11 	6.6602724104e-19 	8.1863946178e-25 	9.2798808638e-24 	6.1345524971e-26 	4.5875472792e-27 	3.8157770119e-17 	5.1914561831e-19 	2.3134761200e-19 	6.1124870197e-12 	2.3322672025e-23 	2.2349029034e-34 	1.8376894576e-22 	1.9736669062e-27 	3.2677119205e-26 	2.0751196542e-27 	4.0482438089e-29 	2.4781985816e-25 	2.1716575848e-24 	7.1375878635e-01 	1.2644818957e-02 	2.2891305509e-15 	1.4873430831e-11 	4.5486132300e-15 	1.3691312246e-14 	
27 	 1.7035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0001989451e+03 	1.5871120317e-07 	3.4640249306e-12 	2.6820442873e-11 	2.1872668582e-01 	1.0225035917e-10 	1.8886720177e-05 	2.2823433038e-07 	1.3601234792e-07 	2.0903912495e-33 	1.1856401548e-24 	9.6340788743e-16 	1.2783654612e-16 	3.6996002433e-07 	5.4817692039e-02 	1.3659784185e-06 	2.1738109121e-09 	8.1332262224e-13 	2.4650574264e-05 	3.0239876334e-15 	7.7809204125e-11 	1.6233810050e-07 	2.8469038993e-24 	1.6472196010e-12 	1.2176300215e-16 	5.9565730340e-08 	2.5618503524e-12 	5.9962993969e-06 	4.2974615208e-20 	3.0399574961e-11 	8.8341622798e-19 	8.5221954737e-25 	1.0472407917e-23 	7.9071640190e-26 	6.8383330760e-27 	4.0548842321e-17 	5.7737303189e-19 	2.8257018453e-19 	6.7115899233e-12 	2.6322168276e-23 	2.6289578500e-34 	2.0727388730e-22 	2.1108761276e-27 	3.5937652527e-26 	2.5495121047e-27 	5.0534899245e-29 	3.6591522203e-25 	2.7930390225e-24 	7.1375878635e-01 	1.2644818957e-02 	2.6376644095e-15 	1.7069176239e-11 	5.2597449143e-15 	1.5904330360e-14 	
28 	 1.8035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0002167861e+03 	1.7558954898e-07 	3.6771691085e-12 	2.7895592646e-11 	2.1872397058e-01 	1.0632589631e-10 	2.0567486607e-05 	2.3891643508e-07 	1.4332619528e-07 	2.4410679402e-33 	1.3042858202e-24 	1.0182191581e-15 	1.3534477562e-16 	3.7803590291e-07 	5.4815862093e-02 	1.5794058813e-06 	2.4429219529e-09 	8.9185601570e-13 	2.6667337139e-05 	3.4263577926e-15 	8.2591188664e-11 	1.7952068632e-07 	3.5588935594e-24 	1.9797500400e-12 	1.3993878712e-16 	6.6851455528e-08 	2.7692265572e-12 	6.5628152882e-06 	5.3956948549e-20 	3.6592195487e-11 	1.1563173968e-18 	8.8695860398e-25 	1.1792819724e-23 	1.0087708800e-25 	1.0011877761e-26 	4.3045792033e-17 	6.3957902657e-19 	3.4207131572e-19 	7.3387640579e-12 	2.9643447389e-23 	3.0733223053e-34 	2.3286817942e-22 	2.2564050115e-27 	3.9531543465e-26 	3.1061997709e-27 	6.2307374313e-29 	5.3032794018e-25 	3.5451303399e-24 	7.1375878635e-01 	1.2644818957e-02 	3.0242867047e-15 	1.9495719448e-11 	6.0524174700e-15 	1.8391614374e-14 	
29 	 1.9035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0002353303e+03 	1.9350096019e-07 	3.8996898549e-12 	2.9006542518e-11 	2.1872115198e-01 	1.1053205201e-10 	2.2315427501e-05 	2.4981677851e-07 	1.5086895114e-07 	2.8483854336e-33 	1.4350329515e-24 	1.0756193652e-15 	1.4322102098e-16 	3.8618221842e-07 	5.4813961849e-02 	1.8129689953e-06 	2.7378302979e-09 	9.7438503677e-13 	2.8742741379e-05 	3.8641562436e-15 	8.7584156398e-11 	1.9774225102e-07 	4.4130244378e-24 	2.3608618392e-12 	1.6013215392e-16 	7.4721681367e-08 	2.9902599458e-12 	7.1538458957e-06 	6.7195982567e-20 	4.3703340325e-11 	1.4959668950e-18 	9.2290675559e-25 	1.3252832731e-23 	1.2750413544e-25 	1.4425592443e-26 	4.5652835663e-17 	7.0601928889e-19 	4.1084881946e-19 	7.9946464451e-12 	3.3315992288e-23 	3.5808694007e-34 	2.6073367652e-22 	2.4107758548e-27 	4.3491703562e-26 	3.7566983230e-27 	7.6031267363e-29 	7.5583565240e-25 	4.4474929371e-24 	7.1375878635e-01 	1.2644818957e-02 	3.4524323056e-15 	2.2173647695e-11 	6.9345232053e-15 	2.1183574538e-14 	
30 	 2.0035528047e-01 	  1.0000000000e-03 	 3.3804310866e-01 	1.0132500000e+05 	1.0002546005e+03 	2.1249140697e-07 	4.1319625507e-12 	3.0154747531e-11 	2.1871822671e-01 	1.1487426069e-10 	2.4132740566e-05 	2.6094139779e-07 	1.5864994436e-07 	3.3210108439e-33 	1.5790764341e-24 	1.1357413991e-15 	1.5148452511e-16 	3.9440312287e-07 	5.4811989152e-02 	2.0676872533e-06 	3.0612123970e-09 	1.0610883632e-12 	3.0878144142e-05 	4.3396391592e-15 	9.2796573190e-11 	2.1704789546e-07 	5.4329207984e-24 	2.7958783587e-12 	1.8253296234e-16 	8.3214697449e-08 	3.2257794604e-12 	7.7701180025e-06 	8.3080100275e-20 	5.1836118940e-11 	1.9154809490e-18 	9.6011655522e-25 	1.4865143525e-23 	1.5979827641e-25 	2.0488664264e-26 	4.8374404660e-17 	7.7696396340e-19 	4.8999966801e-19 	8.6798944076e-12 	3.7371751693e-23 	4.1574238664e-34 	2.9106832618e-22 	2.5745466049e-27 	4.7854258007e-26 	4.5139831187e-27 	9.1975995473e-29 	1.0610238900e-24 	5.5217411260e-24 	7.1375878635e-01 	1.2644818957e-02 	3.9258183163e-15 	2.5125220347e-11 	7.9146656144e-15 	2.4313789485e-14 	
